city,latitude,longitude,date,weather_code,temperature_max,temperature_min,precipitation_sum,precipitation_probability,wind_speed_max,wind_gusts_max,temperature_category,precipitation_category,wind_category,risk_score,risk_level
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-15,45,31.8,20.8,0.0,0,18.6,33.8,Hot,No Rain,Moderate,15.9,Very Low
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-16,3,28.5,20.4,0.0,0,21.6,38.9,Normal,No Rain,Moderate,10.0,Very Low
Chichaoua,31.5333,-8.7667,2026-09-15,3,38.1,25.2,0.0,5,23.7,38.9,Extreme Heat,No Rain,Moderate,21.025,Low
Chichaoua,31.5333,-8.7667,2026-09-16,0,34.7,22.0,0.0,0,23.1,37.4,Hot,No Rain,Moderate,13.5,Very Low
Al ’Attawia,31.83,-7.31,2026-09-15,3,36.4,24.7,0.0,5,22.1,40.7,Extreme Heat,No Rain,Moderate,21.025,Low
Al ’Attawia,31.83,-7.31,2026-09-16,0,32.8,19.1,0.0,0,17.0,31.3,Hot,No Rain,Moderate,9.9,Very Low
Tabount,30.9014,-6.9217,2026-09-15,3,32.5,22.5,0.0,8,21.8,38.2,Hot,No Rain,Moderate,15.34,Very Low
Tabount,30.9014,-6.9217,2026-09-16,1,33.5,19.3,0.0,3,23.7,37.8,Hot,No Rain,Moderate,14.815,Very Low
Zaïo,34.9396,-2.7334,2026-09-15,3,30.0,18.6,0.0,0,10.3,23.4,Normal,No Rain,Low,5.5,Very Low
Zaïo,34.9396,-2.7334,2026-09-16,2,33.2,19.8,0.0,0,14.7,28.4,Hot,No Rain,Moderate,5.5,Very Low
Aguelmous,33.1324,-5.8366,2026-09-15,3,32.6,19.4,0.0,0,21.9,43.2,Hot,No Rain,Moderate,14.5,Very Low
Aguelmous,33.1324,-5.8366,2026-09-16,1,29.1,16.4,0.0,0,17.3,34.6,Normal,No Rain,Moderate,6.4,Very Low
Asilah,35.4667,-6.0333,2026-09-15,0,31.8,21.3,0.0,0,18.9,34.6,Hot,No Rain,Moderate,9.9,Very Low
Asilah,35.4667,-6.0333,2026-09-16,3,24.9,19.6,0.0,0,19.2,35.3,Normal,No Rain,Moderate,6.4,Very Low
Imzouren,35.1464,-3.8506,2026-09-15,45,27.1,19.8,0.0,0,11.9,21.6,Normal,No Rain,Low,6.0,Very Low
Imzouren,35.1464,-3.8506,2026-09-16,3,29.9,20.9,0.0,0,12.3,25.6,Normal,No Rain,Low,1.0,Very Low
Mediouna,33.4556,-7.5208,2026-09-15,45,33.6,20.8,0.0,0,18.5,32.8,Hot,No Rain,Moderate,15.9,Very Low
Mediouna,33.4556,-7.5208,2026-09-16,45,28.0,19.3,0.0,0,18.0,33.1,Normal,No Rain,Moderate,11.4,Very Low
Demnat,31.7311,-7.0361,2026-09-15,3,33.5,22.0,0.0,8,20.8,44.3,Hot,No Rain,Moderate,15.34,Very Low
Demnat,31.7311,-7.0361,2026-09-16,0,29.8,17.5,0.0,0,17.8,33.8,Normal,No Rain,Moderate,5.4,Very Low
Aïn Taoujdat,33.9333,-5.2167,2026-09-15,2,34.0,22.3,0.0,0,19.3,38.9,Hot,No Rain,Moderate,10.9,Very Low
Aïn Taoujdat,33.9333,-5.2167,2026-09-16,1,30.8,20.3,0.0,0,19.2,40.7,Hot,No Rain,Moderate,10.9,Very Low
Sidi Smai’il,32.8167,-8.5,2026-09-15,3,35.4,21.5,0.0,0,23.6,41.0,Extreme Heat,No Rain,Moderate,20.5,Low
Sidi Smai’il,32.8167,-8.5,2026-09-16,2,28.7,19.4,0.0,0,20.9,36.4,Normal,No Rain,Moderate,10.0,Very Low
Moulay Bousselham,34.8786,-6.2933,2026-09-15,45,27.5,19.4,0.0,0,25.7,43.2,Normal,No Rain,Moderate,15.0,Very Low
Moulay Bousselham,34.8786,-6.2933,2026-09-16,45,25.6,19.4,0.0,0,17.0,28.1,Normal,No Rain,Moderate,6.0,Very Low
Mechraa Bel Ksiri,34.56,-5.95,2026-09-15,45,34.8,20.8,0.0,0,20.2,36.7,Hot,No Rain,Moderate,19.5,Very Low
Mechraa Bel Ksiri,34.56,-5.95,2026-09-16,2,30.0,19.6,0.0,0,19.9,37.1,Normal,No Rain,Moderate,10.9,Very Low
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-15,0,35.9,22.4,0.0,0,19.6,37.8,Extreme Heat,No Rain,Moderate,15.9,Very Low
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-16,2,31.5,19.6,0.0,0,19.8,37.4,Hot,No Rain,Moderate,10.9,Very Low
Zeghanghane,35.1575,-3.0017,2026-09-15,45,28.3,19.7,0.0,0,12.1,24.1,Normal,No Rain,Low,6.0,Very Low
Zeghanghane,35.1575,-3.0017,2026-09-16,1,32.0,19.0,0.0,3,9.0,20.5,Hot,No Rain,Low,5.815,Very Low
Oulad Barhil,30.6408,-8.475,2026-09-15,3,39.5,25.4,0.0,13,20.9,36.4,Extreme Heat,No Rain,Moderate,21.865,Low
Oulad Barhil,30.6408,-8.475,2026-09-16,1,36.3,22.1,0.0,3,26.2,47.5,Extreme Heat,No Rain,Moderate,20.815,Low
Bir Jdid,33.3737,-8.0002,2026-09-15,45,29.7,20.8,0.0,0,17.3,33.1,Normal,No Rain,Moderate,11.4,Very Low
Bir Jdid,33.3737,-8.0002,2026-09-16,45,26.2,20.1,0.0,0,18.6,35.6,Normal,No Rain,Moderate,11.4,Very Low
Bou Arfa,32.531,-1.9631,2026-09-15,3,32.3,20.1,0.0,13,17.0,33.8,Hot,No Rain,Moderate,12.265,Very Low
Bou Arfa,32.531,-1.9631,2026-09-16,3,29.2,19.2,0.0,0,18.9,29.5,Normal,No Rain,Moderate,1.0,Very Low
Tahannawt,31.3514,-7.9508,2026-09-15,3,32.8,22.5,0.0,5,18.4,38.2,Hot,No Rain,Moderate,11.425,Very Low
Tahannawt,31.3514,-7.9508,2026-09-16,2,30.6,18.5,0.0,0,15.8,30.2,Hot,No Rain,Moderate,10.9,Very Low
Arfoud,31.4361,-4.2328,2026-09-15,3,36.8,25.8,0.0,10,32.7,83.2,Extreme Heat,No Rain,Strong,34.15,Low
Arfoud,31.4361,-4.2328,2026-09-16,2,34.7,21.8,0.0,3,13.0,22.0,Hot,No Rain,Low,5.815,Very Low
Tahla,34.05,-4.42,2026-09-15,3,34.4,21.0,0.0,0,17.4,32.4,Hot,No Rain,Moderate,10.9,Very Low
Tahla,34.05,-4.42,2026-09-16,1,31.0,20.0,0.0,0,18.0,34.9,Hot,No Rain,Moderate,10.9,Very Low
Missour,33.05,-3.9908,2026-09-15,3,35.8,20.6,0.0,10,22.0,34.9,Extreme Heat,No Rain,Moderate,21.55,Low
Missour,33.05,-3.9908,2026-09-16,1,32.3,19.2,0.0,0,20.1,32.4,Hot,No Rain,Moderate,14.5,Very Low
Sidi Lmokhtar,31.57,-9.01,2026-09-15,3,38.2,24.8,0.0,5,23.2,38.5,Extreme Heat,No Rain,Moderate,21.025,Low
Sidi Lmokhtar,31.57,-9.01,2026-09-16,1,34.3,21.7,0.0,0,23.9,41.4,Hot,No Rain,Moderate,14.5,Very Low
Douar Toulal,33.8951,-5.6021,2026-09-15,2,33.6,21.8,0.0,0,18.4,40.7,Hot,No Rain,Moderate,10.9,Very Low
Douar Toulal,33.8951,-5.6021,2026-09-16,1,30.3,18.8,0.0,0,18.0,39.2,Hot,No Rain,Moderate,10.9,Very Low
Oulad Yaïch,32.4167,-6.3333,2026-09-15,3,38.6,25.5,0.0,3,18.3,35.3,Extreme Heat,No Rain,Moderate,17.215,Very Low
Oulad Yaïch,32.4167,-6.3333,2026-09-16,0,34.7,21.4,0.0,0,12.7,23.0,Hot,No Rain,Low,4.5,Very Low
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-15,3,36.0,20.5,0.0,5,19.2,36.0,Extreme Heat,No Rain,Moderate,17.424999999999997,Very Low
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-16,0,31.9,16.9,0.0,0,13.8,25.6,Hot,No Rain,Low,4.5,Very Low
Imi-n-Tanout,31.177,-8.8504,2026-09-15,3,33.2,25.5,0.0,5,26.1,45.0,Hot,No Rain,Moderate,15.025,Very Low
Imi-n-Tanout,31.177,-8.8504,2026-09-16,1,30.3,20.2,0.0,0,25.0,44.6,Hot,No Rain,Moderate,14.5,Very Low
Sebt Gzoula,32.1219,-9.0889,2026-09-15,3,38.3,24.6,0.0,3,24.1,45.7,Extreme Heat,No Rain,Moderate,20.815,Low
Sebt Gzoula,32.1219,-9.0889,2026-09-16,2,31.2,20.7,0.0,0,21.0,39.2,Hot,No Rain,Moderate,14.5,Very Low
Tifariti,26.158,-10.567,2026-09-15,1,37.7,25.6,0.0,8,22.2,41.4,Extreme Heat,No Rain,Moderate,21.34,Low
Tifariti,26.158,-10.567,2026-09-16,0,38.5,23.5,0.0,0,37.3,54.4,Extreme Heat,No Rain,Strong,26.7,Low
Casablanca,33.5992,-7.62,2026-09-17,3,25.3,19.7,0.0,0,12.8,36.0,Normal,No Rain,Moderate,6.4,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-17,3,26.7,17.6,0.0,0,10.6,25.6,Normal,No Rain,Low,1.0,Very Low
Fès,34.0433,-5.0033,2026-09-17,3,28.9,18.0,0.0,0,12.2,32.4,Normal,No Rain,Moderate,6.4,Very Low
Marrakech,31.6295,-7.9811,2026-09-17,2,30.2,18.3,0.0,0,10.6,31.0,Hot,No Rain,Moderate,10.9,Very Low
Sale,34.05,-6.8167,2026-09-17,3,25.4,18.6,0.0,0,11.8,31.7,Normal,No Rain,Moderate,6.4,Very Low
Meknès,33.8833,-5.55,2026-09-17,45,27.7,15.4,0.0,0,12.9,34.6,Normal,No Rain,Moderate,11.4,Very Low
Rabat,34.0211,-6.8414,2026-09-17,3,25.4,18.6,0.0,0,11.8,31.7,Normal,No Rain,Moderate,6.4,Very Low
Agadir,30.4214,-9.5831,2026-09-17,3,28.6,20.5,0.0,0,14.5,37.1,Normal,No Rain,Moderate,6.4,Very Low
Kenitra,34.25,-6.5833,2026-09-17,3,26.1,18.3,0.0,0,12.1,30.6,Normal,No Rain,Moderate,6.4,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-17,3,28.3,15.6,0.0,0,18.4,38.2,Normal,No Rain,Moderate,6.4,Very Low
Tétouan,35.5667,-5.3667,2026-09-17,3,27.5,14.6,0.0,0,10.6,28.1,Normal,No Rain,Low,4.0,Very Low
Safi,32.2833,-9.2333,2026-09-17,3,24.7,19.2,0.0,0,20.2,37.1,Normal,No Rain,Moderate,10.0,Very Low
Taourirt,34.41,-2.89,2026-09-17,3,29.6,20.1,0.0,0,24.8,40.3,Normal,No Rain,Moderate,10.0,Very Low
Temara,33.9234,-6.9076,2026-09-17,3,25.1,18.4,0.0,0,12.2,33.5,Normal,No Rain,Moderate,6.4,Very Low
Laâyoune,27.15,-13.2,2026-09-17,51,28.0,21.4,0.2,0,31.1,60.5,Normal,Light,Strong,22.2,Low
El Jadid,33.2566,-8.5025,2026-09-17,3,25.0,20.4,0.0,0,13.9,25.6,Normal,No Rain,Low,1.0,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-17,3,27.1,21.2,0.0,0,17.0,34.6,Normal,No Rain,Moderate,6.4,Very Low
Béni Mellal,32.3394,-6.3608,2026-09-17,3,29.9,18.8,0.0,0,10.6,26.6,Normal,No Rain,Low,1.0,Very Low
Bouskoura,33.4489,-7.6486,2026-09-17,3,26.3,18.6,0.0,0,14.9,37.4,Normal,No Rain,Moderate,6.4,Very Low
Tiznit,29.7,-9.7269,2026-09-17,3,23.2,19.9,0.0,0,22.4,37.4,Normal,No Rain,Moderate,10.0,Very Low
Mohammedia,33.6833,-7.3833,2026-09-17,3,24.9,19.1,0.0,0,14.0,34.2,Normal,No Rain,Moderate,6.4,Very Low
Kouribga,32.88,-6.9,2026-09-17,3,28.2,14.4,0.0,0,18.8,37.4,Normal,No Rain,Moderate,9.4,Very Low
Settat,33.0023,-7.6198,2026-09-17,3,27.6,16.6,0.0,0,17.6,37.1,Normal,No Rain,Moderate,6.4,Very Low
Barrechid,33.27,-7.5872,2026-09-17,3,27.8,17.4,0.0,0,17.2,31.3,Normal,No Rain,Moderate,6.4,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-17,2,22.3,20.6,0.0,0,41.3,52.9,Normal,No Rain,Strong,22.0,Low
Nador,35.1667,-2.9333,2026-09-17,80,26.5,21.6,0.2,0,14.3,32.0,Normal,Light,Moderate,17.4,Very Low
Taza,34.2144,-4.0088,2026-09-17,3,29.3,16.9,0.0,0,14.3,31.0,Normal,No Rain,Moderate,6.4,Very Low
Inezgane,30.3658,-9.5381,2026-09-17,3,26.8,20.7,0.0,0,13.7,38.5,Normal,No Rain,Moderate,6.4,Very Low
Larache,35.1833,-6.15,2026-09-17,3,25.3,17.7,0.0,0,12.4,23.8,Normal,No Rain,Low,1.0,Very Low
Al Khmissat,33.81,-6.06,2026-09-17,45,28.4,15.1,0.0,0,14.2,29.9,Normal,No Rain,Moderate,6.0,Very Low
Guelmim,28.9833,-10.0667,2026-09-17,3,24.5,18.9,0.0,0,29.5,49.0,Normal,No Rain,Moderate,10.0,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-17,3,28.3,18.8,0.0,0,14.3,27.4,Normal,No Rain,Moderate,1.0,Very Low
Khénifra,32.93,-5.66,2026-09-17,3,31.8,15.7,0.0,0,16.6,31.7,Hot,No Rain,Moderate,10.9,Very Low
Skhirate,33.85,-7.03,2026-09-17,3,24.3,18.7,0.0,0,12.9,29.2,Normal,No Rain,Moderate,1.0,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-17,3,26.1,17.8,0.0,0,16.3,31.0,Normal,No Rain,Moderate,6.4,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-17,3,26.2,15.9,0.0,0,16.0,32.8,Normal,No Rain,Moderate,6.4,Very Low
Ben Guerir,32.23,-7.95,2026-09-17,3,28.6,16.5,0.0,0,17.3,34.6,Normal,No Rain,Moderate,6.4,Very Low
Ait Ali,30.1739,-9.4881,2026-09-17,3,26.7,20.8,0.0,0,24.9,40.3,Normal,No Rain,Moderate,10.0,Very Low
My Drarga,30.3805,-9.4763,2026-09-17,3,27.4,20.6,0.0,0,17.9,39.6,Normal,No Rain,Moderate,6.4,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-17,3,27.6,20.7,0.0,0,17.8,39.6,Normal,No Rain,Moderate,6.4,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-17,2,29.8,17.4,0.0,0,16.8,28.8,Normal,No Rain,Moderate,1.0,Very Low
Moulay Abdallah,33.1978,-8.5883,2026-09-17,3,25.7,20.3,0.0,0,16.2,24.8,Normal,No Rain,Moderate,1.0,Very Low
Tiflet,33.9,-6.33,2026-09-17,3,27.5,15.9,0.0,0,13.7,28.4,Normal,No Rain,Moderate,1.0,Very Low
Oulad Teïma,30.4,-9.21,2026-09-17,45,29.4,19.8,0.0,0,25.2,47.9,Normal,No Rain,Moderate,15.0,Very Low
Berkane,34.9167,-2.3167,2026-09-17,3,26.3,17.9,0.0,0,15.4,32.8,Normal,No Rain,Moderate,6.4,Very Low
Ain El Aouda,33.8111,-6.7922,2026-09-17,3,26.1,16.5,0.0,0,15.5,31.0,Normal,No Rain,Moderate,6.4,Very Low
Errachidia,31.9319,-4.4244,2026-09-17,3,32.7,20.8,0.0,28,21.3,53.6,Hot,No Rain,Moderate,24.64,Low
Al Fqih Ben Çalah,32.507,-6.6886,2026-09-17,2,33.1,15.9,0.0,0,15.0,31.0,Hot,No Rain,Moderate,10.9,Very Low
Ad Darwa,33.4167,-7.5333,2026-09-17,3,26.9,18.3,0.0,0,15.5,30.6,Normal,No Rain,Moderate,6.4,Very Low
Martil,35.61,-5.27,2026-09-17,3,25.5,16.9,0.0,0,11.4,28.4,Normal,No Rain,Low,1.0,Very Low
Sidi Slimane,34.26,-5.93,2026-09-17,3,28.7,18.8,0.0,0,14.3,31.3,Normal,No Rain,Moderate,6.4,Very Low
Oued Zem,32.8619,-6.5711,2026-09-17,2,30.5,15.4,0.0,0,16.2,33.1,Hot,No Rain,Moderate,10.9,Very Low
Sefrou,33.83,-4.83,2026-09-17,3,26.0,16.8,0.0,0,14.8,33.1,Normal,No Rain,Moderate,6.4,Very Low
Taroudannt,30.4711,-8.8778,2026-09-17,45,30.4,18.8,0.0,0,23.4,45.7,Hot,No Rain,Moderate,19.5,Very Low
Essaouira,31.513,-9.7687,2026-09-17,3,23.6,18.9,0.0,0,29.2,54.0,Normal,No Rain,Strong,17.2,Very Low
Azrou,33.4344,-5.2213,2026-09-17,3,26.2,15.1,0.0,0,15.1,34.9,Normal,No Rain,Moderate,6.4,Very Low
Guercif,34.23,-3.36,2026-09-17,3,30.8,19.9,0.0,0,27.0,54.0,Hot,No Rain,Strong,21.7,Low
Warzat,30.9167,-6.9167000000000005,2026-09-17,80,31.4,18.0,0.6000000000000001,30,16.1,36.4,Hot,Light,Moderate,25.05,Low
Fnidq,35.8414,-5.3587,2026-09-17,3,27.0,17.4,0.0,0,11.2,24.1,Normal,No Rain,Low,1.0,Very Low
Tan-Tan,28.4333,-11.1,2026-09-17,51,25.7,20.4,0.3,0,31.1,55.4,Normal,Light,Strong,22.2,Low
Sidi Qacem,34.21,-5.7,2026-09-17,3,28.8,18.6,0.0,0,14.1,30.6,Normal,No Rain,Moderate,6.4,Very Low
M’diq,35.68,-5.32,2026-09-17,3,25.3,16.7,0.0,0,11.4,28.4,Normal,No Rain,Low,1.0,Very Low
Youssoufia,32.25,-8.53,2026-09-17,2,27.8,17.2,0.0,0,18.6,38.9,Normal,No Rain,Moderate,6.4,Very Low
Midalt,32.68,-4.74,2026-09-17,3,29.2,13.7,0.1,18,21.4,43.2,Normal,Light,Moderate,14.89,Very Low
Aïn Harrouda,33.6372,-7.4483,2026-09-17,3,25.6,18.9,0.0,0,13.8,36.0,Normal,No Rain,Moderate,6.4,Very Low
Souq Sebt Oulad Nemma,32.3,-6.7,2026-09-17,2,32.7,17.6,0.0,0,14.0,25.2,Hot,No Rain,Low,5.5,Very Low
Mehdya,34.2557,-6.6745,2026-09-17,3,25.6,18.6,0.0,0,11.8,27.4,Normal,No Rain,Low,1.0,Very Low
Ouezzane,34.8,-5.6,2026-09-17,3,28.0,16.4,0.0,0,15.8,31.0,Normal,No Rain,Moderate,6.4,Very Low
Semara,26.7394,-11.6703,2026-09-17,3,30.8,20.3,0.0,0,29.5,51.1,Hot,No Rain,Strong,21.7,Low
Ait Ourir,31.5644,-7.6628,2026-09-17,2,28.6,16.3,0.0,0,11.1,22.0,Normal,No Rain,Low,1.0,Very Low
Oulad Tayeb,33.9598,-4.9954,2026-09-17,45,28.6,17.5,0.0,0,14.2,27.7,Normal,No Rain,Moderate,6.0,Very Low
Tit Mellil,33.5533,-7.4822,2026-09-17,3,25.6,18.6,0.0,0,13.3,36.0,Normal,No Rain,Moderate,6.4,Very Low
Sidi Bennour,32.655,-8.4292,2026-09-17,3,27.8,17.6,0.0,0,19.5,33.8,Normal,No Rain,Moderate,6.4,Very Low
Temsia,30.3633,-9.4144,2026-09-17,3,28.0,20.7,0.0,0,20.5,43.6,Normal,No Rain,Moderate,10.0,Very Low
Biougra,30.2144,-9.3708,2026-09-17,3,27.4,20.7,0.0,0,29.7,49.3,Normal,No Rain,Moderate,10.0,Very Low
Al Hoceïma,35.2472,-3.9322,2026-09-17,3,25.8,19.5,0.0,25,15.5,27.7,Normal,No Rain,Moderate,3.625,Very Low
Qasbat Tadla,32.6,-6.26,2026-09-17,3,32.6,17.3,0.0,0,11.5,22.7,Hot,No Rain,Low,5.5,Very Low
Aziylal,31.96,-6.5600000000000005,2026-09-17,3,27.3,14.5,0.0,3,16.0,34.9,Normal,No Rain,Moderate,9.715,Very Low
Boujad,32.7741,-6.3925,2026-09-17,1,31.7,17.3,0.0,0,16.6,31.3,Hot,No Rain,Moderate,10.9,Very Low
Al Aaroui,35.0104,-3.0073,2026-09-17,3,27.6,17.8,0.0,0,18.1,31.7,Normal,No Rain,Moderate,6.4,Very Low
Mrirt,33.1654,-5.5634,2026-09-17,3,30.7,15.2,0.0,0,20.0,41.0,Hot,No Rain,Moderate,14.5,Very Low
Tineghir,31.5147,-5.5328,2026-09-17,3,30.5,19.1,0.0,30,26.6,43.2,Hot,No Rain,Moderate,17.65,Very Low
Bouknadel,34.1766,-6.6893,2026-09-17,3,24.8,18.8,0.0,0,13.2,23.4,Normal,No Rain,Low,1.0,Very Low
Cabo Bojador,26.1269,-14.4992,2026-09-17,51,25.5,20.9,0.1,0,31.5,56.5,Normal,Light,Strong,22.2,Low
Zagora,30.3316,-5.8376,2026-09-17,3,35.0,25.7,0.0,8,14.7,23.8,Hot,No Rain,Low,12.34,Very Low
Azemmour,33.2833,-8.3333,2026-09-17,3,25.7,19.7,0.0,0,14.3,26.6,Normal,No Rain,Moderate,1.0,Very Low
El Hajeb,33.6928,-5.3711,2026-09-17,3,26.3,15.6,0.0,0,16.5,36.0,Normal,No Rain,Moderate,6.4,Very Low
Jerada,34.31,-2.16,2026-09-17,3,26.6,16.7,0.0,0,19.9,38.9,Normal,No Rain,Moderate,6.4,Very Low
El Aïoun,34.5726,-2.5127,2026-09-17,3,28.3,15.5,0.0,0,14.9,25.2,Normal,No Rain,Moderate,1.0,Very Low
Tameslouht,31.5,-8.1,2026-09-17,3,29.4,18.2,0.0,0,14.8,24.5,Normal,No Rain,Low,1.0,Very Low
Sidi Yahia El Gharb,34.3058,-6.3058,2026-09-17,3,27.1,17.8,0.0,0,14.6,26.6,Normal,No Rain,Moderate,1.0,Very Low
Chichaoua,31.5333,-8.7667,2026-09-17,3,29.6,18.3,0.0,0,16.6,27.0,Normal,No Rain,Moderate,1.0,Very Low
Al ’Attawia,31.83,-7.31,2026-09-17,45,28.6,16.4,0.0,0,15.0,28.4,Normal,No Rain,Moderate,6.0,Very Low
Tabount,30.9014,-6.9217,2026-09-17,80,31.4,19.3,1.0,30,17.9,31.3,Hot,Light,Moderate,25.05,Low
Zaïo,34.9396,-2.7334,2026-09-17,3,27.7,19.3,0.0,0,14.3,31.0,Normal,No Rain,Moderate,6.4,Very Low
Aguelmous,33.1324,-5.8366,2026-09-17,3,29.6,15.1,0.0,0,16.9,34.2,Normal,No Rain,Moderate,6.4,Very Low
Asilah,35.4667,-6.0333,2026-09-17,3,24.0,18.7,0.0,0,14.0,26.6,Normal,No Rain,Moderate,1.0,Very Low
Imzouren,35.1464,-3.8506,2026-09-17,3,25.8,18.5,0.0,0,16.6,29.5,Normal,No Rain,Moderate,1.0,Very Low
Mediouna,33.4556,-7.5208,2026-09-17,3,27.1,17.8,0.0,0,15.9,29.2,Normal,No Rain,Moderate,1.0,Very Low
Demnat,31.7311,-7.0361,2026-09-17,3,26.0,14.5,0.0,0,13.7,27.4,Normal,No Rain,Moderate,4.0,Very Low
Aïn Taoujdat,33.9333,-5.2167,2026-09-17,45,27.6,16.7,0.0,0,14.9,29.2,Normal,No Rain,Moderate,6.0,Very Low
Sidi Smai’il,32.8167,-8.5,2026-09-17,3,26.8,18.4,0.0,0,17.4,31.0,Normal,No Rain,Moderate,6.4,Very Low
Moulay Bousselham,34.8786,-6.2933,2026-09-17,3,24.6,18.1,0.0,0,12.0,20.2,Normal,No Rain,Low,1.0,Very Low
Mechraa Bel Ksiri,34.56,-5.95,2026-09-17,3,28.3,18.3,0.0,0,14.8,27.7,Normal,No Rain,Moderate,1.0,Very Low
Souk et Tnine Jorf el Mellah,34.4945,-5.5047,2026-09-17,3,29.3,19.4,0.0,0,13.9,25.9,Normal,No Rain,Low,1.0,Very Low
Zeghanghane,35.1575,-3.0017,2026-09-17,3,27.2,19.4,0.0,0,15.3,30.6,Normal,No Rain,Moderate,6.4,Very Low
Oulad Barhil,30.6408,-8.475,2026-09-17,3,29.8,17.6,0.0,0,28.4,49.7,Normal,No Rain,Moderate,10.0,Very Low
Bir Jdid,33.3737,-8.0002,2026-09-17,3,25.6,18.5,0.0,0,17.3,33.1,Normal,No Rain,Moderate,6.4,Very Low
Bou Arfa,32.531,-1.9631,2026-09-17,3,31.2,17.0,0.0,5,20.6,31.7,Hot,No Rain,Moderate,15.025,Very Low
Tahannawt,31.3514,-7.9508,2026-09-17,3,26.6,14.4,0.0,0,14.5,27.7,Normal,No Rain,Moderate,4.0,Very Low
Arfoud,31.4361,-4.2328,2026-09-17,3,34.6,21.5,0.1,10,23.7,37.8,Hot,Light,Moderate,15.55,Very Low
Tahla,34.05,-4.42,2026-09-17,3,28.5,16.3,0.0,0,13.5,25.9,Normal,No Rain,Low,1.0,Very Low
Missour,33.05,-3.9908,2026-09-17,3,31.0,16.8,0.0,25,24.9,39.6,Hot,No Rain,Moderate,17.125,Very Low
Sidi Lmokhtar,31.57,-9.01,2026-09-17,3,28.6,17.8,0.0,0,21.4,35.6,Normal,No Rain,Moderate,10.0,Very Low
Douar Toulal,33.8951,-5.6021,2026-09-17,45,28.1,15.7,0.0,0,14.3,33.1,Normal,No Rain,Moderate,11.4,Very Low
Oulad Yaïch,32.4167,-6.3333,2026-09-17,2,32.1,17.8,0.0,0,13.3,23.8,Hot,No Rain,Low,5.5,Very Low
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-17,3,30.7,15.0,0.0,0,12.3,23.0,Hot,No Rain,Low,5.5,Very Low
Imi-n-Tanout,31.177,-8.8504,2026-09-17,45,25.5,16.1,0.0,0,18.9,32.0,Normal,No Rain,Moderate,11.4,Very Low
Sebt Gzoula,32.1219,-9.0889,2026-09-17,2,27.4,18.2,0.0,0,18.5,34.9,Normal,No Rain,Moderate,6.4,Very Low
Tifariti,26.158,-10.567,2026-09-17,2,31.0,17.8,0.0,0,37.4,55.4,Hot,No Rain,Strong,21.7,Low
Casablanca,33.5992,-7.62,2026-09-18,3,24.6,18.7,0.0,0,12.7,34.2,Normal,No Rain,Moderate,6.4,Very Low
Tangier,35.7767,-5.8039000000000005,2026-09-18,2,27.9,18.3,0.0,0,22.3,51.5,Normal,No Rain,Moderate,17.2,Very Low
Fès,34.0433,-5.0033,2026-09-18,3,31.8,17.4,0.0,0,10.0,27.4,Hot,No Rain,Low,5.5,Very Low
Marrakech,31.6295,-7.9811,2026-09-18,2,32.0,17.9,0.0,0,6.5,20.5,Hot,No Rain,Low,5.5,Very Low
Sale,34.05,-6.8167,2026-09-18,45,25.6,16.3,0.0,0,13.8,36.0,Normal,No Rain,Moderate,11.4,Very Low
Meknès,33.8833,-5.55,2026-09-18,2,30.0,15.7,0.0,0,13.8,37.4,Normal,No Rain,Moderate,10.9,Very Low
Rabat,34.0211,-6.8414,2026-09-18,45,25.7,16.4,0.0,0,13.8,36.0,Normal,No Rain,Moderate,11.4,Very Low
Agadir,30.4214,-9.5831,2026-09-18,1,26.8,19.4,0.0,0,10.7,31.0,Normal,No Rain,Moderate,6.4,Very Low
Kenitra,34.25,-6.5833,2026-09-18,45,27.1,15.6,0.0,0,14.4,37.4,Normal,No Rain,Moderate,11.4,Very Low
Oujda-Angad,34.6867,-1.9114,2026-09-18,3,28.4,16.3,0.0,3,20.7,45.0,Normal,No Rain,Moderate,10.315,Very Low
Tétouan,35.5667,-5.3667,2026-09-18,3,26.6,17.9,0.0,0,24.9,57.2,Normal,No Rain,Strong,17.2,Very Low
Safi,32.2833,-9.2333,2026-09-18,1,25.3,18.2,0.0,0,19.6,36.0,Normal,No Rain,Moderate,6.4,Very Low
Taourirt,34.41,-2.89,2026-09-18,3,29.6,18.1,0.0,0,32.8,55.4,Normal,No Rain,Strong,17.2,Very Low
