city,latitude,longitude,date,weather_code,temperature_max,temperature_min,precipitation_sum,precipitation_probability,wind_speed_max,wind_gusts_max,temperature_category,precipitation_category,wind_category,risk_score,risk_level
Safi,32.2833,-9.2333,2026-09-23,45,24.6,18.5,0.0,0,9.3,18.7,Normal,No Rain,Low,6.0,Very Low
Safi,32.2833,-9.2333,2026-09-24,45,26.9,19.0,0.0,0,12.7,25.6,Normal,No Rain,Low,6.0,Very Low
Safi,32.2833,-9.2333,2026-09-25,3,26.7,19.8,0.0,0,14.5,29.9,Normal,No Rain,Moderate,1.0,Very Low
Taourirt,34.41,-2.89,2026-09-19,80,30.8,20.0,0.6000000000000001,25,31.0,51.1,Hot,Light,Strong,35.325,Low
Taourirt,34.41,-2.89,2026-09-20,45,31.1,21.2,0.0,0,30.9,51.5,Hot,No Rain,Strong,26.7,Low
Taourirt,34.41,-2.89,2026-09-21,3,28.7,20.3,0.0,0,27.1,46.1,Normal,No Rain,Moderate,10.0,Very Low
Taourirt,34.41,-2.89,2026-09-22,2,29.8,17.1,0.0,0,23.8,42.5,Normal,No Rain,Moderate,10.0,Very Low
Taourirt,34.41,-2.89,2026-09-23,0,31.7,17.9,0.0,0,24.1,43.2,Hot,No Rain,Moderate,13.5,Very Low
Taourirt,34.41,-2.89,2026-09-24,0,34.1,18.5,0.0,0,16.3,36.4,Hot,No Rain,Moderate,9.9,Very Low
Taourirt,34.41,-2.89,2026-09-25,3,35.2,20.4,0.0,0,16.3,41.0,Extreme Heat,No Rain,Moderate,16.9,Very Low
Temara,33.9234,-6.9076,2026-09-19,2,28.7,16.7,0.0,0,11.8,32.4,Normal,No Rain,Moderate,6.4,Very Low
Temara,33.9234,-6.9076,2026-09-20,1,30.7,19.6,0.0,0,11.1,31.0,Hot,No Rain,Moderate,10.9,Very Low
Temara,33.9234,-6.9076,2026-09-21,1,30.5,20.5,0.0,0,11.1,31.3,Hot,No Rain,Moderate,10.9,Very Low
Temara,33.9234,-6.9076,2026-09-22,0,29.9,20.3,0.0,0,10.7,28.8,Normal,No Rain,Low,0.0,Very Low
Temara,33.9234,-6.9076,2026-09-23,0,28.5,18.1,0.0,0,11.0,29.9,Normal,No Rain,Moderate,0.0,Very Low
Temara,33.9234,-6.9076,2026-09-24,45,25.1,18.6,0.0,0,10.7,22.7,Normal,No Rain,Low,6.0,Very Low
Temara,33.9234,-6.9076,2026-09-25,45,24.1,19.9,0.0,0,12.0,25.6,Normal,No Rain,Low,6.0,Very Low
Laâyoune,27.15,-13.2,2026-09-19,3,28.8,18.1,0.0,0,22.5,45.4,Normal,No Rain,Moderate,10.0,Very Low
Laâyoune,27.15,-13.2,2026-09-20,3,33.3,18.5,0.0,0,21.6,42.8,Hot,No Rain,Moderate,14.5,Very Low
Laâyoune,27.15,-13.2,2026-09-21,0,37.5,20.6,0.0,1,23.2,45.4,Extreme Heat,No Rain,Moderate,19.605,Very Low
Laâyoune,27.15,-13.2,2026-09-22,1,36.2,20.7,0.0,2,24.9,47.5,Extreme Heat,No Rain,Moderate,20.71,Low
Laâyoune,27.15,-13.2,2026-09-23,0,42.3,21.6,0.0,1,26.8,52.6,Extreme Heat,No Rain,Moderate,31.305,Low
Laâyoune,27.15,-13.2,2026-09-24,1,41.5,25.7,0.0,0,25.0,56.9,Extreme Heat,No Rain,Strong,32.2,Low
Laâyoune,27.15,-13.2,2026-09-25,1,37.9,22.7,0.0,0,23.0,49.3,Extreme Heat,No Rain,Moderate,20.5,Low
El Jadid,33.2566,-8.5025,2026-09-19,2,25.5,20.0,0.0,0,16.0,29.5,Normal,No Rain,Moderate,1.0,Very Low
El Jadid,33.2566,-8.5025,2026-09-20,45,27.5,20.3,0.0,0,13.2,24.5,Normal,No Rain,Low,6.0,Very Low
El Jadid,33.2566,-8.5025,2026-09-21,45,26.8,20.9,0.0,0,13.0,23.8,Normal,No Rain,Low,6.0,Very Low
El Jadid,33.2566,-8.5025,2026-09-22,45,25.3,20.4,0.0,0,12.3,23.0,Normal,No Rain,Low,6.0,Very Low
El Jadid,33.2566,-8.5025,2026-09-23,45,26.2,20.8,0.0,0,12.5,23.4,Normal,No Rain,Low,6.0,Very Low
El Jadid,33.2566,-8.5025,2026-09-24,45,27.1,19.4,0.0,0,12.4,25.2,Normal,No Rain,Low,6.0,Very Low
El Jadid,33.2566,-8.5025,2026-09-25,3,25.3,20.1,0.0,0,11.5,24.8,Normal,No Rain,Low,1.0,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-19,2,25.8,20.0,0.0,0,20.5,40.7,Normal,No Rain,Moderate,10.0,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-20,2,26.5,20.2,0.0,0,18.4,37.4,Normal,No Rain,Moderate,6.4,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-21,3,35.3,21.3,0.0,0,14.9,31.0,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-22,2,35.4,21.5,0.0,0,19.6,38.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-23,0,32.6,20.4,0.0,0,15.1,33.5,Hot,No Rain,Moderate,9.9,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-24,3,39.1,22.8,0.0,0,14.2,30.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ait Melloul,30.3342,-9.4972,2026-09-25,45,31.2,21.1,0.0,0,14.0,28.1,Hot,No Rain,Moderate,10.5,Very Low
Bouskoura,33.4489,-7.6486,2026-09-19,45,29.8,18.2,0.0,0,14.3,36.4,Normal,No Rain,Moderate,11.4,Very Low
Bouskoura,33.4489,-7.6486,2026-09-20,45,33.5,19.8,0.0,0,14.9,37.4,Hot,No Rain,Moderate,15.9,Very Low
Bouskoura,33.4489,-7.6486,2026-09-21,45,33.4,19.7,0.0,0,13.5,34.6,Hot,No Rain,Moderate,15.9,Very Low
Bouskoura,33.4489,-7.6486,2026-09-22,45,33.1,19.4,0.0,0,14.6,36.0,Hot,No Rain,Moderate,15.9,Very Low
Bouskoura,33.4489,-7.6486,2026-09-23,45,32.4,17.6,0.0,0,13.1,34.2,Hot,No Rain,Moderate,15.9,Very Low
Bouskoura,33.4489,-7.6486,2026-09-24,45,28.6,17.1,0.0,0,11.3,30.2,Normal,No Rain,Moderate,11.4,Very Low
Bouskoura,33.4489,-7.6486,2026-09-25,45,25.7,19.2,0.0,0,12.0,33.1,Normal,No Rain,Moderate,11.4,Very Low
Tiznit,29.7,-9.7269,2026-09-19,2,27.3,19.1,0.0,0,17.0,29.9,Normal,No Rain,Moderate,1.0,Very Low
Tiznit,29.7,-9.7269,2026-09-20,45,29.8,19.4,0.0,0,11.5,20.5,Normal,No Rain,Low,6.0,Very Low
Tiznit,29.7,-9.7269,2026-09-21,3,36.0,21.9,0.0,0,16.0,27.4,Extreme Heat,No Rain,Moderate,11.5,Very Low
Tiznit,29.7,-9.7269,2026-09-22,3,36.2,24.6,0.0,0,17.6,29.5,Extreme Heat,No Rain,Moderate,11.5,Very Low
Tiznit,29.7,-9.7269,2026-09-23,0,34.8,21.7,0.0,0,18.2,31.0,Hot,No Rain,Moderate,9.9,Very Low
Tiznit,29.7,-9.7269,2026-09-24,3,32.7,21.3,0.0,0,15.8,26.3,Hot,No Rain,Moderate,5.5,Very Low
Tiznit,29.7,-9.7269,2026-09-25,3,25.1,19.5,0.0,0,15.2,25.2,Normal,No Rain,Moderate,1.0,Very Low
Mohammedia,33.6833,-7.3833,2026-09-19,3,26.3,17.2,0.0,0,13.0,31.7,Normal,No Rain,Moderate,6.4,Very Low
Mohammedia,33.6833,-7.3833,2026-09-20,1,28.4,19.2,0.0,0,11.8,29.5,Normal,No Rain,Moderate,1.0,Very Low
Mohammedia,33.6833,-7.3833,2026-09-21,45,27.3,20.2,0.0,0,11.6,29.2,Normal,No Rain,Moderate,6.0,Very Low
Mohammedia,33.6833,-7.3833,2026-09-22,45,27.9,20.0,0.0,0,12.0,30.2,Normal,No Rain,Moderate,11.4,Very Low
Mohammedia,33.6833,-7.3833,2026-09-23,45,26.8,18.3,0.0,0,12.1,29.9,Normal,No Rain,Moderate,6.0,Very Low
Mohammedia,33.6833,-7.3833,2026-09-24,45,31.3,17.2,0.0,0,14.7,28.1,Hot,No Rain,Moderate,10.5,Very Low
Mohammedia,33.6833,-7.3833,2026-09-25,45,27.6,19.8,0.0,0,15.6,30.6,Normal,No Rain,Moderate,11.4,Very Low
Kouribga,32.88,-6.9,2026-09-19,2,34.0,18.7,0.0,0,18.9,40.3,Hot,No Rain,Moderate,10.9,Very Low
Kouribga,32.88,-6.9,2026-09-20,3,34.3,21.4,0.3,8,19.8,46.4,Hot,Light,Moderate,11.739999999999998,Very Low
Kouribga,32.88,-6.9,2026-09-21,3,34.0,21.2,0.2,0,21.9,40.7,Hot,Light,Moderate,14.5,Very Low
Kouribga,32.88,-6.9,2026-09-22,1,33.9,21.0,0.0,0,14.8,29.2,Hot,No Rain,Moderate,5.5,Very Low
Kouribga,32.88,-6.9,2026-09-23,0,34.1,19.1,0.0,0,18.4,37.1,Hot,No Rain,Moderate,9.9,Very Low
Kouribga,32.88,-6.9,2026-09-24,3,33.6,18.0,0.0,3,17.3,33.8,Hot,No Rain,Moderate,11.215,Very Low
Kouribga,32.88,-6.9,2026-09-25,3,30.9,17.6,0.0,3,16.2,33.8,Hot,No Rain,Moderate,11.215,Very Low
Settat,33.0023,-7.6198,2026-09-19,2,34.0,17.2,0.0,0,16.2,34.9,Hot,No Rain,Moderate,10.9,Very Low
Settat,33.0023,-7.6198,2026-09-20,2,36.2,20.7,0.0,0,17.4,38.2,Extreme Heat,No Rain,Moderate,16.9,Very Low
Settat,33.0023,-7.6198,2026-09-21,2,36.3,21.3,0.0,0,17.0,40.7,Extreme Heat,No Rain,Moderate,16.9,Very Low
Settat,33.0023,-7.6198,2026-09-22,1,36.2,19.2,0.0,0,15.2,36.4,Extreme Heat,No Rain,Moderate,16.9,Very Low
Settat,33.0023,-7.6198,2026-09-23,0,36.2,18.2,0.0,0,14.8,35.3,Extreme Heat,No Rain,Moderate,15.9,Very Low
Settat,33.0023,-7.6198,2026-09-24,3,36.4,17.6,0.0,0,14.8,34.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Settat,33.0023,-7.6198,2026-09-25,3,29.8,17.3,0.0,3,15.5,30.6,Normal,No Rain,Moderate,6.715,Very Low
Barrechid,33.27,-7.5872,2026-09-19,2,33.3,16.7,0.0,0,16.6,30.6,Hot,No Rain,Moderate,10.9,Very Low
Barrechid,33.27,-7.5872,2026-09-20,1,36.1,18.7,0.0,0,19.5,35.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Barrechid,33.27,-7.5872,2026-09-21,45,36.3,19.5,0.0,0,18.2,33.5,Extreme Heat,No Rain,Moderate,21.9,Low
Barrechid,33.27,-7.5872,2026-09-22,1,35.8,18.5,0.0,0,18.4,33.8,Extreme Heat,No Rain,Moderate,16.9,Very Low
Barrechid,33.27,-7.5872,2026-09-23,45,35.0,17.4,0.0,0,17.2,33.1,Hot,No Rain,Moderate,21.9,Low
Barrechid,33.27,-7.5872,2026-09-24,45,34.3,16.5,0.0,0,19.1,34.9,Hot,No Rain,Moderate,15.9,Very Low
Barrechid,33.27,-7.5872,2026-09-25,45,29.0,19.2,0.0,3,16.1,31.3,Normal,No Rain,Moderate,11.715,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-19,1,21.5,20.3,0.0,0,30.9,38.5,Normal,No Rain,Moderate,10.0,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-20,0,21.7,19.5,0.0,0,27.9,34.9,Normal,No Rain,Moderate,9.0,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-21,0,21.7,20.5,0.0,8,28.4,35.3,Normal,No Rain,Moderate,9.84,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-22,0,21.9,20.2,0.0,7,31.3,39.6,Normal,No Rain,Moderate,9.735,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-23,1,22.2,20.2,0.0,4,30.2,38.2,Normal,No Rain,Moderate,10.42,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-24,3,23.1,20.5,0.0,4,25.3,33.5,Normal,No Rain,Moderate,10.42,Very Low
Ad Dakhla,23.7167,-15.95,2026-09-25,3,24.4,22.8,0.0,4,26.6,41.0,Normal,No Rain,Moderate,10.42,Very Low
Nador,35.1667,-2.9333,2026-09-19,80,25.6,22.7,4.8,3,22.1,48.2,Normal,Moderate,Moderate,26.215,Low
Nador,35.1667,-2.9333,2026-09-20,80,26.1,23.2,3.4,15,22.6,46.8,Normal,Moderate,Moderate,27.475,Low
Nador,35.1667,-2.9333,2026-09-21,2,26.2,22.9,0.0,0,16.8,36.7,Normal,No Rain,Moderate,6.4,Very Low
Nador,35.1667,-2.9333,2026-09-22,2,25.7,20.5,0.0,0,13.0,29.2,Normal,No Rain,Moderate,1.0,Very Low
Nador,35.1667,-2.9333,2026-09-23,2,25.8,21.5,0.0,0,13.1,30.2,Normal,No Rain,Moderate,6.4,Very Low
Nador,35.1667,-2.9333,2026-09-24,45,28.1,18.7,0.0,0,17.8,32.0,Normal,No Rain,Moderate,11.4,Very Low
Nador,35.1667,-2.9333,2026-09-25,3,28.7,18.5,0.0,0,14.8,27.7,Normal,No Rain,Moderate,1.0,Very Low
Taza,34.2144,-4.0088,2026-09-19,3,28.9,19.3,0.0,0,25.1,56.2,Normal,No Rain,Strong,17.2,Very Low
Taza,34.2144,-4.0088,2026-09-20,3,30.1,20.6,0.0,0,20.4,42.1,Hot,No Rain,Moderate,14.5,Very Low
Taza,34.2144,-4.0088,2026-09-21,3,28.5,20.3,0.0,0,20.7,41.8,Normal,No Rain,Moderate,10.0,Very Low
Taza,34.2144,-4.0088,2026-09-22,1,29.3,16.8,0.0,0,18.5,37.8,Normal,No Rain,Moderate,6.4,Very Low
Taza,34.2144,-4.0088,2026-09-23,0,31.5,18.1,0.0,0,15.5,32.8,Hot,No Rain,Moderate,9.9,Very Low
Taza,34.2144,-4.0088,2026-09-24,0,33.9,17.8,0.0,0,9.5,18.7,Hot,No Rain,Low,4.5,Very Low
Taza,34.2144,-4.0088,2026-09-25,3,33.6,19.2,0.0,0,21.7,40.0,Hot,No Rain,Moderate,14.5,Very Low
Inezgane,30.3658,-9.5381,2026-09-19,45,24.5,19.9,0.0,0,14.4,42.1,Normal,No Rain,Moderate,11.4,Very Low
Inezgane,30.3658,-9.5381,2026-09-20,45,25.6,19.5,0.0,0,13.8,37.8,Normal,No Rain,Moderate,11.4,Very Low
Inezgane,30.3658,-9.5381,2026-09-21,3,31.9,20.8,0.0,0,10.0,27.4,Hot,No Rain,Low,5.5,Very Low
Inezgane,30.3658,-9.5381,2026-09-22,2,31.0,20.6,0.0,0,14.0,38.2,Hot,No Rain,Moderate,10.9,Very Low
Inezgane,30.3658,-9.5381,2026-09-23,0,30.1,20.2,0.0,0,10.7,29.5,Hot,No Rain,Moderate,4.5,Very Low
Inezgane,30.3658,-9.5381,2026-09-24,3,39.2,22.9,0.0,0,14.2,30.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Inezgane,30.3658,-9.5381,2026-09-25,45,31.3,21.1,0.0,0,14.0,28.1,Hot,No Rain,Moderate,10.5,Very Low
Larache,35.1833,-6.15,2026-09-19,1,34.5,18.2,0.0,0,20.9,37.8,Hot,No Rain,Moderate,14.5,Very Low
Larache,35.1833,-6.15,2026-09-20,0,33.7,24.9,0.0,0,15.4,30.2,Hot,No Rain,Moderate,9.9,Very Low
Larache,35.1833,-6.15,2026-09-21,2,32.5,22.5,0.0,0,14.8,27.4,Hot,No Rain,Moderate,5.5,Very Low
Larache,35.1833,-6.15,2026-09-22,0,31.6,18.4,0.0,0,15.5,28.8,Hot,No Rain,Moderate,4.5,Very Low
Larache,35.1833,-6.15,2026-09-23,0,31.8,17.9,0.0,0,17.2,32.0,Hot,No Rain,Moderate,9.9,Very Low
Larache,35.1833,-6.15,2026-09-24,45,30.1,17.9,0.0,0,12.3,23.0,Hot,No Rain,Low,10.5,Very Low
Larache,35.1833,-6.15,2026-09-25,45,26.6,18.5,0.0,0,12.6,23.4,Normal,No Rain,Low,6.0,Very Low
Al Khmissat,33.81,-6.06,2026-09-19,2,34.7,18.2,0.0,0,12.5,28.1,Hot,No Rain,Moderate,5.5,Very Low
Al Khmissat,33.81,-6.06,2026-09-20,2,36.5,20.9,0.0,0,14.7,33.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Al Khmissat,33.81,-6.06,2026-09-21,1,35.7,20.3,0.0,0,14.8,30.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
Al Khmissat,33.81,-6.06,2026-09-22,0,34.6,19.8,0.0,0,14.1,30.2,Hot,No Rain,Moderate,9.9,Very Low
Al Khmissat,33.81,-6.06,2026-09-23,0,35.0,18.0,0.0,0,14.6,32.0,Hot,No Rain,Moderate,15.9,Very Low
Al Khmissat,33.81,-6.06,2026-09-24,1,35.1,16.5,0.0,0,17.0,32.4,Extreme Heat,No Rain,Moderate,16.9,Very Low
Al Khmissat,33.81,-6.06,2026-09-25,3,30.2,17.8,0.0,3,17.4,33.5,Hot,No Rain,Moderate,11.215,Very Low
Guelmim,28.9833,-10.0667,2026-09-19,3,29.4,18.0,0.0,0,22.9,40.0,Normal,No Rain,Moderate,10.0,Very Low
Guelmim,28.9833,-10.0667,2026-09-20,0,37.7,17.9,0.0,0,19.6,34.9,Extreme Heat,No Rain,Moderate,15.9,Very Low
Guelmim,28.9833,-10.0667,2026-09-21,1,39.9,23.2,0.0,0,21.1,35.6,Extreme Heat,No Rain,Moderate,20.5,Low
Guelmim,28.9833,-10.0667,2026-09-22,2,39.1,24.3,0.0,0,22.0,36.0,Extreme Heat,No Rain,Moderate,20.5,Low
Guelmim,28.9833,-10.0667,2026-09-23,2,39.2,24.4,0.0,2,21.8,40.7,Extreme Heat,No Rain,Moderate,20.71,Low
Guelmim,28.9833,-10.0667,2026-09-24,0,38.4,22.5,0.0,2,19.0,37.8,Extreme Heat,No Rain,Moderate,16.11,Very Low
Guelmim,28.9833,-10.0667,2026-09-25,0,34.3,19.7,0.0,4,15.6,33.8,Hot,No Rain,Moderate,10.32,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-19,1,35.8,18.8,0.0,0,10.5,22.0,Extreme Heat,No Rain,Low,11.5,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-20,1,36.8,22.9,0.0,0,15.5,29.2,Extreme Heat,No Rain,Moderate,11.5,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-21,1,36.1,22.0,0.0,0,15.6,31.0,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-22,0,35.0,19.7,0.0,0,12.7,27.0,Hot,No Rain,Low,10.5,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-23,0,35.5,19.9,0.0,0,14.8,31.3,Extreme Heat,No Rain,Moderate,15.9,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-24,1,34.4,19.2,0.0,0,16.2,31.3,Hot,No Rain,Moderate,10.9,Very Low
Ksar El Kebir,35.0,-5.9,2026-09-25,45,29.7,19.6,0.0,0,14.4,27.7,Normal,No Rain,Moderate,6.0,Very Low
Khénifra,32.93,-5.66,2026-09-19,3,33.7,19.9,0.0,5,19.6,37.1,Hot,No Rain,Moderate,11.425,Very Low
Khénifra,32.93,-5.66,2026-09-20,3,34.6,19.3,0.0,5,18.1,36.4,Hot,No Rain,Moderate,11.425,Very Low
Khénifra,32.93,-5.66,2026-09-21,3,34.5,18.8,0.0,0,21.4,40.7,Hot,No Rain,Moderate,14.5,Very Low
Khénifra,32.93,-5.66,2026-09-22,2,33.2,17.5,0.0,0,15.7,32.0,Hot,No Rain,Moderate,10.9,Very Low
Khénifra,32.93,-5.66,2026-09-23,1,33.4,17.3,0.0,0,11.9,26.3,Hot,No Rain,Low,5.5,Very Low
Khénifra,32.93,-5.66,2026-09-24,0,33.7,18.5,0.0,0,16.0,30.2,Hot,No Rain,Moderate,9.9,Very Low
Khénifra,32.93,-5.66,2026-09-25,3,32.9,18.7,0.0,8,17.3,32.8,Hot,No Rain,Moderate,11.739999999999998,Very Low
Skhirate,33.85,-7.03,2026-09-19,2,26.8,16.8,0.0,0,13.0,29.5,Normal,No Rain,Moderate,1.0,Very Low
Skhirate,33.85,-7.03,2026-09-20,0,27.7,19.2,0.0,0,12.0,27.7,Normal,No Rain,Low,0.0,Very Low
Skhirate,33.85,-7.03,2026-09-21,1,27.5,20.0,0.0,0,12.1,28.1,Normal,No Rain,Moderate,1.0,Very Low
Skhirate,33.85,-7.03,2026-09-22,1,27.5,19.9,0.0,0,11.5,27.4,Normal,No Rain,Low,1.0,Very Low
Skhirate,33.85,-7.03,2026-09-23,1,26.4,17.8,0.0,0,12.0,28.1,Normal,No Rain,Moderate,1.0,Very Low
Skhirate,33.85,-7.03,2026-09-24,45,25.2,18.7,0.0,0,10.7,22.7,Normal,No Rain,Low,6.0,Very Low
Skhirate,33.85,-7.03,2026-09-25,45,24.2,20.0,0.0,0,12.0,25.6,Normal,No Rain,Low,6.0,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-19,2,28.5,15.9,0.0,0,16.9,31.7,Normal,No Rain,Moderate,6.4,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-20,1,32.2,18.6,0.0,0,15.7,29.5,Hot,No Rain,Moderate,5.5,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-21,1,31.5,19.8,0.0,0,17.0,31.7,Hot,No Rain,Moderate,10.9,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-22,0,31.6,19.3,0.0,0,16.3,31.0,Hot,No Rain,Moderate,9.9,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-23,1,30.7,17.1,0.0,0,16.8,31.7,Hot,No Rain,Moderate,10.9,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-24,45,30.7,16.6,0.0,0,14.7,28.1,Hot,No Rain,Moderate,10.5,Very Low
Beni Yakhlef,33.6555,-7.3221,2026-09-25,45,27.0,19.3,0.0,0,15.6,30.6,Normal,No Rain,Moderate,11.4,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-19,2,31.8,16.9,0.0,0,15.4,31.7,Hot,No Rain,Moderate,10.9,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-20,2,35.1,20.3,0.0,0,18.1,37.1,Extreme Heat,No Rain,Moderate,16.9,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-21,1,34.4,20.4,0.0,0,17.1,34.6,Hot,No Rain,Moderate,10.9,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-22,0,33.6,20.1,0.0,0,16.3,32.8,Hot,No Rain,Moderate,9.9,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-23,0,33.5,16.9,0.0,0,16.5,34.2,Hot,No Rain,Moderate,9.9,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-24,3,31.6,16.5,0.0,0,15.1,30.6,Hot,No Rain,Moderate,10.9,Very Low
Sidi Yahya Zaer,33.7105,-6.8831,2026-09-25,45,27.2,15.6,0.0,0,16.3,32.0,Normal,No Rain,Moderate,11.4,Very Low
Ben Guerir,32.23,-7.95,2026-09-19,2,35.0,19.7,0.0,0,16.6,34.6,Hot,No Rain,Moderate,16.9,Very Low
Ben Guerir,32.23,-7.95,2026-09-20,2,35.6,23.5,0.0,8,19.7,40.3,Extreme Heat,No Rain,Moderate,17.74,Very Low
Ben Guerir,32.23,-7.95,2026-09-21,2,37.2,23.3,0.0,0,19.3,39.2,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ben Guerir,32.23,-7.95,2026-09-22,3,36.4,21.6,0.0,0,16.4,32.8,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ben Guerir,32.23,-7.95,2026-09-23,0,36.1,19.3,0.0,0,11.5,24.5,Extreme Heat,No Rain,Low,10.5,Very Low
Ben Guerir,32.23,-7.95,2026-09-24,3,36.5,21.6,0.0,0,20.1,35.6,Extreme Heat,No Rain,Moderate,20.5,Low
Ben Guerir,32.23,-7.95,2026-09-25,3,32.2,20.2,0.0,0,19.3,34.9,Hot,No Rain,Moderate,10.9,Very Low
Ait Ali,30.1739,-9.4881,2026-09-19,2,26.4,19.7,0.0,0,20.4,34.2,Normal,No Rain,Moderate,10.0,Very Low
Ait Ali,30.1739,-9.4881,2026-09-20,2,27.0,19.9,0.0,0,18.9,32.0,Normal,No Rain,Moderate,6.4,Very Low
Ait Ali,30.1739,-9.4881,2026-09-21,3,37.0,21.8,0.0,0,19.3,32.8,Extreme Heat,No Rain,Moderate,16.9,Very Low
Ait Ali,30.1739,-9.4881,2026-09-22,3,37.6,21.8,0.0,0,22.5,37.8,Extreme Heat,No Rain,Moderate,20.5,Low
Ait Ali,30.1739,-9.4881,2026-09-23,0,33.8,20.8,0.0,0,20.3,34.2,Hot,No Rain,Moderate,13.5,Very Low
Ait Ali,30.1739,-9.4881,2026-09-24,3,36.6,23.5,0.0,0,20.0,35.6,Extreme Heat,No Rain,Moderate,20.5,Low
Ait Ali,30.1739,-9.4881,2026-09-25,3,26.8,21.1,0.0,0,18.2,31.7,Normal,No Rain,Moderate,6.4,Very Low
My Drarga,30.3805,-9.4763,2026-09-19,45,26.0,20.1,0.0,0,17.7,38.5,Normal,No Rain,Moderate,11.4,Very Low
My Drarga,30.3805,-9.4763,2026-09-20,45,27.2,19.9,0.0,0,15.5,34.2,Normal,No Rain,Moderate,11.4,Very Low
My Drarga,30.3805,-9.4763,2026-09-21,3,35.0,21.9,0.0,0,12.4,26.3,Hot,No Rain,Low,11.5,Very Low
My Drarga,30.3805,-9.4763,2026-09-22,2,34.3,22.0,0.0,0,18.2,39.2,Hot,No Rain,Moderate,10.9,Very Low
My Drarga,30.3805,-9.4763,2026-09-23,0,33.5,21.2,0.0,0,13.8,29.5,Hot,No Rain,Moderate,4.5,Very Low
My Drarga,30.3805,-9.4763,2026-09-24,3,39.0,22.7,0.0,0,14.2,30.6,Extreme Heat,No Rain,Moderate,16.9,Very Low
My Drarga,30.3805,-9.4763,2026-09-25,45,31.1,21.0,0.0,0,14.0,28.1,Hot,No Rain,Moderate,10.5,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-19,45,26.7,19.6,0.0,0,21.4,46.8,Normal,No Rain,Moderate,15.0,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-20,45,27.4,19.8,0.0,0,19.5,42.5,Normal,No Rain,Moderate,11.4,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-21,3,37.8,21.3,0.0,0,15.2,33.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-22,2,37.7,21.2,0.0,0,21.3,46.4,Extreme Heat,No Rain,Moderate,20.5,Low
Lqoliaa,30.2942,-9.4544,2026-09-23,1,36.0,19.9,0.0,0,17.3,38.5,Extreme Heat,No Rain,Moderate,16.9,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-24,3,37.0,21.9,0.0,0,17.2,38.9,Extreme Heat,No Rain,Moderate,16.9,Very Low
Lqoliaa,30.2942,-9.4544,2026-09-25,45,26.8,20.1,0.0,0,17.4,38.2,Normal,No Rain,Moderate,11.4,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-19,2,36.0,20.6,0.0,5,17.4,30.6,Extreme Heat,No Rain,Moderate,17.424999999999997,Very Low
El Kelaa des Srarhna,32.05,-7.4,2026-09-20,3,37.4,23.3,0.1,13,19.0,34.2,Extreme Heat,Light,Moderate,18.265,Very Low
